0.9786 0.0036
0.098 0.5985
0.0116 0.9704
0.2576 0.0834
0.437 0.7636
0.2902 0.6183
0.1009 0.9369
0.365 0.8025
0.5388 0.1739
0.8153 0.2457
0.6937 0.5815
0.6237 0.3116
0.179 0.276
0.4179 0.5478
0.246 0.6429
0.4659 0.392
0.2082 0.0169
0.948 0.8977
0.6912 0.7892
0.6784 0.5745
0.7923 0.5389
0.5178 0.8327
0.7807 0.2236
0.0415 0.6241
0.8278 0.554
0.6665 0.9262
0.1185 0.8613
0.349 0.0688
0.1314 0.4876
0.9288 0.0987
0.2593 0.5102
0.4705 0.1436
0.1085 0.8382
0.7645 0.395
0.6033 0.7048
0.8098 0.5392
0.4074 0.9656
0.3877 0.5925
0.7664 0.3893
0.0831 0.1965
0.6381 0.8519
0.7487 0.9198
0.7495 0.017
0.9188 0.938
0.7576 0.3588
0.6706 0.9213
0.1115 0.5148
0.387 0.6492
0.9493 0.9748
0.024 0.0658
0.3425 0.4255
0.6997 0.4197
0.1216 0.7623
0.9618 0.4206
0.8438 0.4926
0.9716 0.1753
0.2058 0.9607
0.6627 0.0333
0.8268 0.9615
0.5343 0.099
0.5127 0.9084
0.3367 0.8609
0.0671 0.6824
0.051 0.3362
0.5146 0.8899
0.8434 0.1573
0.7914 0.9929
0.6428 0.1595
0.2087 0.9756
0.0185 0.6435
0.7439 0.1935
0.2236 0.0102
0.2898 0.6692
0.8817 0.271
0.6459 0.8017
0.9149 0.4114
0.0425 0.4276
0.392 0.7223
0.3839 0.0864
0.3931 0.1982
0.5976 0.6184
0.6724 0.238
0.1809 0.4987
0.9337 0.0812
0.8974 0.2244
0.4288 0.1567
0.7814 0.3722
0.8329 0.1981
0.1385 0.3597
0.9188 0.7741
0.1894 0.1353
0.5938 0.2462
0.7445 0.9348
0.7815 0.4466
0.0393 0.6637
0.9107 0.4818
0.0875 0.3865
0.2596 0.1379
0.045 0.6126
0.8647 0.0111
0.0878 0.0285
0.2272 0.4937
0.0605 0.0874
0.4013 0.5197
0.5325 0.7359
0.7722 0.5992
0.2529 0.38
0.9124 0.2539
0.649 0.8797
0.5838 0.8896
0.6063 0.3776
0.0458 0.2445
0.3872 0.8816
0.4457 0.5921
0.0746 0.281
0.86 0.0401
0.5033 0.8618
0.9418 0.1265
0.3021 0.8664
0.4383 0.7272
0.3998 0.781
0.1921 0.8034
0.4012 0.0943
0.9262 0.2719
0.6257 0.8615
0.9363 0.9499
0.754 0.0228
0.7484 0.7327
0.6207 0.5241
0.0533 0.6218
0.5945 0.1164
0.7579 0.5558
0.9234 0.2643
0.7427 0.8326
0.3583 0.8693
0.1866 0.0581
0.7459 0.8247
0.8589 0.5624
0.2701 0.0254
0.7868 0.6603
0.0314 0.427
0.1819 0.8364
0.6283 0.9799
0.5776 0.3477
0.1327 0.7087
0.0262 0.9059
0.6118 0.4587
0.9647 0.5829
0.077 0.6395
0.4155 0.2982
0.7071 0.5075
0.3459 0.6272
0.7478 0.0327
0.9694 0.0556
0.442 0.2829
0.6792 0.8277
0.2311 0.935
0.2533 0.6688
0.8917 0.9921
0.3582 0.6375
0.5516 0.3866
0.547 0.8973
0.7054 0.0784
0.5566 0.9799
0.313 0.8431
0.6553 0.2046
0.3159 0.388
0.7713 0.6281
0.2304 0.3378
0.7573 0.0642
0.9467 0.7641
0.9063 0.1909
0.1783 0.9112
0.0429 0.8244
0.7193 0.8264
0.0924 0.7603
0.5897 0.3712
0.7035 0.2333
0.5644 0.6204
0.9266 0.4351
0.1269 0.6349
0.3297 0.3214
0.5911 0.6264
0.5206 0.0113
0.9935 0.5566
0.7568 0.0409
0.7868 0.3764
0.5681 0.5957
0.6254 0.3234
0.4712 0.8251
0.7895 0.5685
0.3772 0.806
0.8901 0.1896
0.3373 0.645
0.0651 0.8388
0.4096 0.4479
0.6243 0.7682
0.066 0.3889
0.589 0.0029
0.5825 0.0554
0.9754 0.2252
0.1124 0.5778
0.1984 0.3831
0.3133 0.1638
0.5382 0.9018
0.7907 0.1236
0.3835 0.6308
0.1428 0.5069
0.0175 0.5376
0.5802 0.0473
0.3504 0.8843
0.8892 0.9818
0.0361 0.4613
0.1145 0.4288
0.4232 0.5544
0.8718 0.012
0.7591 0.9039
0.2638 0.3041
0.727 0.1824
0.2035 0.5381
0.2502 0.8002
0.3334 0.0823
0.9244 0.0037
0.5184 0.4076
0.2915 0.0897
0.0182 0.7613
0.6295 0.8127
0.7043 0.2597
0.2006 0.3903
0.1511 0.2817
0.6896 0.6493
0.079 0.8001
0.8866 0.3912
0.1613 0.8969
0.9028 0.2586
0.8002 0.2739
0.9307 0.613
0.6305 0.7077
0.3995 0.2072
0.9686 0.3327
0.685 0.0483
0.6841 0.6092
0.3204 0.6314
0.5613 0.4145
0.3972 0.9335
0.039 0.7144
0.0319 0.7086
0.3636 0.7479
0.1084 0.891
0.0324 0.1278
0.4346 0.1891
0.2303 0.8242
0.4223 0.5481
0.199 0.9785
0.7167 0.6372
0.0964 0.9289
0.2169 0.325
0.5301 0.9428
0.5279 0.2599
0.0738 0.1762
0.0839 0.7226
0.7167 0.9103
0.6292 0.1552
0.3288 0.8357
0.9828 0.2492
0.2271 0.0441
0.2853 0.7135
0.673 0.0218
0.5784 0.9367
0.1305 0.2246
0.7705 0.7636
0.3903 0.9685
0.0471 0.1779
0.8496 0.2725
0.1311 0.8056
0.9596 0.3706
0.3934 0.1589
0.9195 0.3823
0.3485 0.0681
0.7215 0.3385
0.048 0.151
0.3924 0.9945
0.6851 0.5094
0.3329 0.8938
0.6217 0.3867
0.0072 0.1883
0.4059 0.5855
0.3791 0.431
0.2615 0.2471
0.5454 0.6392
0.2631 0.6528
0.1795 0.8609
0.4434 0.5461
0.1419 0.3793
0.1872 0.1613
0.4382 0.7728
0.898 0.6392
0.8739 0.4265
0.1469 0.7848
0.0423 0.8962
0.6791 0.5247
0.3546 0.5472
0.4896 0.1193
0.9195 0.9687
0.2049 0.2329
0.251 0.9682
0.6658 0.4651
0.103 0.138
0.5386 0.3497
0.7425 0.2619
0.3468 0.4403
0.975 0.6217
0.437 0.0034
0.3182 0.4019
0.7785 0.5213
0.3249 0.5927
0.0403 0.299
0.8952 0.6731
0.7988 0.2568
0.2414 0.3476
0.8065 0.9297
0.8546 0.8152
0.8637 0.0265
0.2934 0.4663
0.4693 0.4642
0.1713 0.1453
0.6979 0.5247
0.411 0.3004
0.9661 0.7743
0.6623 0.5474
0.7898 0.7414
0.1791 0.5656
0.9439 0.3309
0.2132 0.1705
0.0193 0.7393
0.5544 0.5791
0.111 0.2289
0.0835 0.016
0.3565 0.118
0.383 0.1227
0.7472 0.0398
0.0994 0.7355
0.2256 0.2852
0.9709 0.1388
0.5926 0.515
0.8432 0.6346
0.5475 0.9598
0.4156 0.4271
0.8375 0.3507
0.516 0.3915
0.5221 0.0482
0.1425 0.9636
0.6902 0.8734
0.2636 0.1346
0.3835 0.9905
0.7256 0.4211
0.0317 0.5305
0.3915 0.3022
0.5133 0.8906
0.5948 0.2754
0.7758 0.5695
0.1211 0.2152
0.3371 0.4673
0.8621 0.7424
0.7511 0.8599
0.4197 0.9483
0.1657 0.9675
0.1724 0.2789
0.6947 0.8204
0.2437 0.0037
0.4735 0.407
0.1556 0.3967
0.9492 0.3903
0.6315 0.2122
0.137 0.5446
0.5633 0.767
0.1767 0.7107
0.6823 0.1028
0.9966 0.8381
0.7411 0.0094
0.5863 0.0062
0.3971 0.9468
0.1261 0.8339
0.892 0.036
0.6353 0.9263
0.7148 0.6221
0.957 0.9011
0.0856 0.3162
0.1716 0.1208
0.1145 0.41
0.1323 0.508
0.3237 0.9153
0.6609 0.2173
0.793 0.9561
0.5888 0.6935
0.2836 0.8525
0.8473 0.2415
0.2218 0.2676
0.7186 0.5203
0.0037 0.97
0.5625 0.8242
0.8327 0.7327
0.6824 0.5904
0.5024 0.8489
0.9444 0.4582
0.7305 0.7052
0.7051 0.5579
0.0212 0.6643
0.1048 0.2323
0.8233 0.4881
0.0654 0.8598
0.7985 0.8274
0.3768 0.7606
0.6531 0.5885
0.2011 0.2702
0.6985 0.944
0.4925 0.9583
0.5529 0.3
0.5945 0.0764
0.5115 0.1152
0.789 0.5597
0.4935 0.1508
0.129 0.934
0.5775 0.7678
0.6447 0.3599
0.9403 0.7893
0.832 0.0302
0.6451 0.8031
0.6492 0.4102
0.2484 0.3244
0.169 0.3222
0.3441 0.8663
0.3433 0.6988
0.5874 0.8925
0.2848 0.6621
0.226 0.8993
0.3539 0.7036
0.7649 0.4599
0.888 0.4841
0.3912 0.4803
0.7872 0.8322
0.5176 0.0469
0.1312 0.4074
0.8026 0.9874
0.5686 0.5465
0.4585 0.8761
0.7815 0.7129
0.6734 0.3554
0.7969 0.0295
0.5328 0.5982
0.7106 0.6872
0.0143 0.6789
0.6022 0.4722
0.1143 0.0178
0.1301 0.6338
0.0063 0.0413
0.8307 0.1842
0.6404 0.2733
0.6034 0.6015
0.6616 0.4067
0.7573 0.6083
0.5105 0.6724
0.2877 0.3116
0.498 0.3423
0.8413 0.7056
0.9269 0.3339
0.4592 0.7954
0.8187 0.7262
0.1217 0.6273
0.7301 0.3407
0.0723 0.3667
0.1547 0.9617
0.4134 0.1561
0.3625 0.2234
0.3451 0.6757
0.1275 0.973
0.5281 0.8387
0.8302 0.5832
0.9716 0.7019
0.7035 0.7778
0.2613 0.1341
0.616 0.3086
0.51 0.6743
0.8468 0.0834
0.8066 0.6518
0.414 0.0861
0.122 0.4104
0.0339 0.2917
0.2404 0.682
0.3877 0.8428
0.7372 0.5546
0.5893 0.0657
0.3203 0.9832
0.9596 0.4937
0.7498 0.3293
0.8151 0.7698
0.0102 0.6724
0.5405 0.2215
0.7358 0.4883
0.5948 0.1939
0.2379 0.0557
0.4558 0.2931
0.7335 0.6682
0.2924 0.4343
0.764 0.1867
0.3028 0.3175
0.6338 0.853
0.9652 0.3227
0.8258 0.5624
0.2896 0.4868
0.0666 0.5136
0.0004 0.082
0.9058 0.5895
0.9751 0.4976
0.7603 0.9207
0.3025 0.7308
0.1187 0.9894
0.4674 0.9323
0.7109 0.1686
0.4793 0.4661
0.9789 0.193
0.8299 0.4984
0.7802 0.7461
0.9351 0.2959
0.3993 0.5779
0.2835 0.6261
0.5097 0.9138
0.7781 0.1245
0.3782 0.712
0.9263 0.9284
0.5581 0.0806
0.1987 0.2134
0.3546 0.5539
0.8175 0.2679
0.7187 0.3926
0.9828 0.7206
0.7832 0.8836
0.0811 0.5495
0.729 0.6727
0.7982 0.4014
0.3538 0.0617
0.6319 0.4803
0.9702 0.0594
0.311 0.4358
0.0474 0.2496
0.9183 0.4444
0.0656 0.5695
0.0009 0.1069
0.0044 0.4234
0.0865 0.605
0.0108 0.592
0.0432 0.0625
0.9717 0.2039
0.479 0.5958
0.0329 0.8008
0.5275 0.7323
0.3001 0.5467
0.8559 0.9472
0.9115 0.3878
0.0037 0.4689
0.4587 0.2776
0.8397 0.257
0.2747 0.2474
0.3759 0.8963
0.4331 0.0393
0.5309 0.5129
0.0551 0.7389
0.3757 0.9294
0.2752 0.9846
0.5714 0.1267
0.1113 0.6216
0.6004 0.9292
0.7911 0.0147
0.123 0.6808
0.6922 0.754
0.0982 0.4319
0.3301 0.3895
0.3496 0.3035
0.3488 0.193
0.261 0.851
0.8469 0.1826
0.4331 0.8846
0.1938 0.625
0.8675 0.0232
0.416 0.7181
0.1301 0.6458
0.8792 0.9212
0.4016 0.5112
0.2152 0.3115
0.9677 0.8331
0.046 0.9771
0.5981 0.2362
0.357 0.9847
0.4447 0.1464
0.5676 0.7086
0.0494 0.8326
0.5722 0.3309
0.8462 0.6502
0.5722 0.0557
0.3806 0.3451
0.8019 0.2133
0.0823 0.9147
0.6212 0.7767
0.0457 0.3926
0.0599 0.9513
0.194 0.3278
0.08 0.0476
0.9275 0.2074
0.3733 0.6999
0.7195 0.6801
0.0687 0.0807
0.3591 0.8208
0.7995 0.5198
0.9207 0.5433
0.334 0.108
0.475 0.5439
0.4281 0.8317
0.7748 0.1576
0.6009 0.761
0.4812 0.2317
0.8638 0.7922
0.7669 0.5744
0.9652 0.6345
0.7847 0.0333
0.7823 0.6971
0.7824 0.376
0.5818 0.0769
0.05 0.8455
0.3647 0.538
0.2814 0.8802
0.4012 0.3144
0.3572 0.9156
0.5138 0.6252
0.2776 0.6196
0.597 0.5174
0.9613 0.1266
0.5836 0.8336
0.6807 0.717
0.9357 0.0692
0.0477 0.4508
0.7143 0.172
0.3615 0.1798
0.8987 0.3653
0.7287 0.6792
0.3085 0.3657
0.6291 0.9914
0.1121 0.4617
0.2242 0.9658
0.6711 0.572
0.636 0.7361
0.0407 0.8128
0.4078 0.351
0.8568 0.379
0.8807 0.8256
0.9613 0.2395
0.9583 0.6939
0.1896 0.6126
0.28 0.523
0.7328 0.4147
0.6808 0.2115
0.5359 0.1036
0.3164 0.9424
0.8935 0.7683
0.747 0.9971
0.0686 0.9346
0.3067 0.1058
0.3156 0.9278
0.3529 0.1434
0.7045 0.0989
0.4065 0.8263
0.2267 0.4099
0.0126 0.9419
0.2766 0.0363
0.8203 0.4423
0.8081 0.2607
0.9728 0.3164
0.4159 0.8031
0.8288 0.6811
0.368 0.198
0.3724 0.5171
0.1172 0.6251
0.3759 0.8995
0.5991 0.7689
0.6769 0.9576
0.6941 0.6031
0.73 0.1781
0.2764 0.2455
0.7994 0.4331
0.6163 0.961
0.48 0.3264
0.9836 0.597
0.0482 0.0126
0.876 0.0148
0.5751 0.4241
0.5222 0.17
0.2684 0.4355
0.4058 0.3242
0.2124 0.7344
0.8757 0.5496
0.8848 0.3574
0.1229 0.7638
0.3651 0.7637
0.1444 0.1258
0.765 0.0957
0.9911 0.4276
0.8684 0.5052
0.9403 0.076
0.0515 0.7844
0.7178 0.2319
0.0686 0.3036
0.5014 0.1126
0.5341 0.9209
0.987 0.7758
0.8565 0.1457
0.1603 0.4168
0.5412 0.7131
0.8186 0.2098
0.2396 0.2002
